Date,Power in kW,Last Hour Power in kW,Temperature in °C,Humidity in %,Solar Radiation in W/m^2
2017-01-02 09:00:00,298.6870068,207.5688797,10.384166666666667,79.49166666666666,42.23916666666667
2017-01-02 10:00:00,336.420448,298.6870068,10.936666666666667,77.7,51.625
2017-01-02 11:00:00,344.547567,336.420448,11.874166666666667,74.7,40.54833333333333
2017-01-02 12:00:00,317.6479124,344.547567,12.63,73.76666666666667,50.6325
2017-01-02 13:00:00,319.1310122,317.6479124,13.6175,70.11833333333333,22.359166666666667
2017-01-02 14:00:00,335.5880619,319.1310122,13.714166666666666,71.26083333333334,16.667083333333334
2017-01-02 15:00:00,333.6758971,335.5880619,13.200833333333334,77.0,33.44916666666666
2017-01-02 16:00:00,310.4942477,333.6758971,13.099166666666667,76.81666666666666,6.418833333333333
2017-01-02 17:00:00,263.5074442,310.4942477,13.498333333333333,76.89999999999999,3.5980000000000003
2017-01-02 18:00:00,205.6567149,263.5074442,13.875,75.28333333333333,2.6148333333333333
2017-01-02 19:00:00,172.1417152,205.6567149,13.494166666666667,79.64166666666667,3.3829999999999996
2017-01-02 20:00:00,142.1375137,172.1417152,13.403333333333334,81.55833333333334,1.7562499999999999
2017-01-02 21:00:00,135.6644926,142.1375137,13.689166666666667,81.84166666666667,1.75825
2017-01-02 22:00:00,133.9245817,135.6644926,13.789166666666667,83.25833333333334,1.6084166666666668
2017-01-02 23:00:00,132.5417366,133.9245817,14.146153846153847,84.03846153846153,0.0
2017-01-03 00:00:00,134.0449292,132.5417366,14.39,82.93333333333334,0.0
2017-01-03 01:00:00,133.265496,134.0449292,14.2275,84.13333333333334,0.0
2017-01-03 02:00:00,129.9405562,133.265496,13.520000000000001,85.76666666666667,0.0
2017-01-03 03:00:00,129.0342872,129.9405562,13.185,89.35833333333333,0.0
2017-01-03 04:00:00,129.5125377,129.0342872,14.351666666666667,86.69999999999999,0.0
2017-01-03 05:00:00,132.7612923,129.5125377,14.8125,84.84166666666667,1.3060833333333333
2017-01-03 06:00:00,145.9055416,132.7612923,14.8925,84.38333333333334,0.9874999999999999
2017-01-03 07:00:00,172.6256168,145.9055416,14.915,84.35833333333333,1.3335833333333333
2017-01-03 08:00:00,225.1266381,172.6256168,14.969166666666666,84.625,38.596916666666665
2017-01-03 09:00:00,294.2259866,225.1266381,15.356666666666667,82.45833333333333,94.52749999999999
2017-01-03 10:00:00,323.5727768,294.2259866,15.551666666666668,81.00833333333334,143.95833333333334
2017-01-03 11:00:00,327.5505233,323.5727768,15.388333333333334,79.43333333333334,202.845
2017-01-03 12:00:00,303.585464,327.5505233,16.289166666666667,73.35833333333333,296.60833333333335
2017-01-03 13:00:00,291.0075805,303.585464,16.326666666666664,73.83,238.4416666666667
2017-01-03 14:00:00,301.1577933,291.0075805,16.334166666666665,73.29166666666667,148.11666666666667
2017-01-03 15:00:00,296.4267761,301.1577933,16.428333333333335,68.73416666666667,219.86666666666667
2017-01-03 16:00:00,276.0072588,296.4267761,15.54,73.15916666666666,45.745000000000005
2017-01-03 17:00:00,245.6229685,276.0072588,15.3375,76.25,6.886416666666666
2017-01-03 18:00:00,197.7462214,245.6229685,15.173333333333334,78.31666666666668,0.8374166666666666
2017-01-03 19:00:00,166.4698945,197.7462214,15.049999999999999,82.3,0.7753333333333333
2017-01-03 20:00:00,138.3177887,166.4698945,14.9475,82.71666666666667,1.0313333333333332
2017-01-03 21:00:00,127.9233228,138.3177887,14.949166666666665,82.36666666666666,0.9482499999999999
2017-01-03 22:00:00,127.3550733,127.9233228,14.954166666666666,82.18333333333334,0.9435833333333333
2017-01-03 23:00:00,125.6352552,127.3550733,14.6825,83.325,0.0
2017-01-04 00:00:00,128.3034116,125.6352552,13.965833333333334,85.49166666666667,0.0
2017-01-04 01:00:00,123.6755793,128.3034116,13.1275,88.78333333333335,0.0
2017-01-04 02:00:00,122.8063564,123.6755793,12.771666666666667,89.8,0.0
2017-01-04 03:00:00,125.3307237,122.8063564,12.066666666666668,90.63333333333333,0.0
2017-01-04 04:00:00,134.0426269,125.3307237,11.721666666666666,91.24166666666667,0.0
2017-01-04 05:00:00,134.546412,134.0426269,11.645000000000001,91.45833333333333,1.454
2017-01-04 06:00:00,151.9187306,134.546412,11.561666666666667,91.63333333333333,2.3286666666666664
2017-01-04 07:00:00,185.6894949,151.9187306,11.54,91.76666666666667,3.2910833333333334
2017-01-04 08:00:00,238.7110453,185.6894949,11.348333333333334,91.96666666666665,14.106833333333334
2017-01-04 09:00:00,309.6116296,238.7110453,11.493333333333332,91.97500000000001,73.13250000000001
2017-01-04 10:00:00,378.0956361,309.6116296,11.773333333333333,91.83333333333333,165.38333333333333
2017-01-04 11:00:00,357.9109534,378.0956361,12.282499999999999,91.51666666666667,260.98333333333335
2017-01-04 12:00:00,300.7846114,357.9109534,13.2125,88.95,286.4166666666667
2017-01-04 13:00:00,288.7027689,300.7846114,14.205833333333333,82.75833333333334,339.73333333333335
2017-01-04 14:00:00,306.6502439,288.7027689,14.279166666666667,83.36666666666666,178.275
2017-01-04 15:00:00,310.2757385,306.6502439,14.0475,85.325,70.04
2017-01-04 16:00:00,312.0401375,310.2757385,13.847499999999998,86.39166666666667,48.57916666666667
2017-01-04 17:00:00,276.8632958,312.0401375,13.749166666666667,86.72500000000001,4.784833333333333
2017-01-04 18:00:00,223.9129074,276.8632958,13.616666666666667,87.31666666666666,0.6321666666666667
2017-01-04 19:00:00,188.70488,223.9129074,13.453333333333333,88.00833333333333,0.6116666666666667
2017-01-04 20:00:00,160.4133804,188.70488,13.068333333333333,89.5,0.5423333333333333
2017-01-04 21:00:00,151.5851064,160.4133804,12.902500000000002,89.94166666666666,0.6831666666666667
2017-01-04 22:00:00,149.722755,151.5851064,12.415833333333333,90.5,0.97625
2017-01-04 23:00:00,147.8392643,149.722755,12.093846153846155,91.16923076923078,0.0
2017-01-05 00:00:00,145.1552011,147.8392643,11.873333333333333,91.64999999999999,0.0
2017-01-05 01:00:00,144.6811366,145.1552011,11.826666666666666,91.825,0.0
2017-01-05 02:00:00,144.8464836,144.6811366,11.335833333333333,92.18333333333334,0.0
2017-01-05 03:00:00,141.0818045,144.8464836,10.825000000000001,92.60000000000001,0.0
2017-01-05 04:00:00,126.3399683,141.0818045,10.777500000000002,93.25833333333333,0.0
2017-01-05 05:00:00,131.7221178,126.3399683,10.339166666666667,94.28333333333335,1.2416666666666667
2017-01-05 06:00:00,143.4341272,131.7221178,9.801666666666668,94.99166666666667,0.84475
2017-01-05 07:00:00,172.1500872,143.4341272,9.226666666666667,95.34166666666665,1.3870833333333332
2017-01-05 08:00:00,243.3392962,172.1500872,8.825,95.69166666666666,19.437250000000002
2017-01-05 09:00:00,306.1259474,243.3392962,8.76,95.76666666666667,65.7
2017-01-05 10:00:00,319.2626619,306.1259474,9.19,95.51666666666667,134.07500000000002
2017-01-05 11:00:00,319.2323134,319.2626619,9.628333333333334,95.29166666666667,201.95833333333334
2017-01-05 12:00:00,297.469718,319.2323134,9.718333333333334,95.25,229.375
2017-01-05 13:00:00,298.3046157,297.469718,10.295833333333333,95.10833333333333,350.8
